pol_id,y
10,0.0571428571428571
100,0
101,0.0428571428571429
102,0
104,0.0461538461538462
105,0.0534351145038168
106,0.0618556701030928
107,0
108,0.0149253731343284
109,0.0208333333333333
11,0.0765765765765766
111,0.0392156862745098
113,0.0412371134020619
114,0.124113475177305
115,0
116,0
117,0.054421768707483
118,0.125
119,0.0375
122,0
123,0.0925925925925926
124,0.0196078431372549
126,0.048951048951049
127,0.00969305331179321
129,0.0212765957446809
130,0.0588235294117647
131,0.0413793103448276
132,0.0134228187919463
133,0.0625
134,0.0530973451327434
135,0.0526315789473684
139,0
14,0.0530973451327434
140,0
142,0.0191082802547771
143,0.0313588850174216
144,0.0392156862745098
145,0.0697674418604651
146,0.0704225352112676
147,0
148,0.0490196078431373
15,0.0632411067193676
150,0.0263157894736842
152,0
153,0.0331384015594542
154,0.0320754716981132
155,0
156,0.0371747211895911
157,0.0511627906976744
158,0.0827814569536424
159,0.0367892976588629
16,0.0611510791366906
168,0.0121681415929204
17,0.0751737207833228
171,0.0671892497200448
172,0.0397727272727273
173,0.0387596899224806
175,0.025
177,0.0196629213483146
178,0.0849162011173184
180,0.0224719101123595
182,0.0526315789473684
183,0.0598290598290598
185,0.0966442953020134
187,0.0555902560899438
188,0.0298507462686567
191,0.0909090909090909
193,0
20,0.081419624217119
201,0.142857142857143
203,0.0625
204,0.0170212765957447
205,0.0425531914893617
206,0
208,0.142857142857143
209,0.0205128205128205
21,0.0526315789473684
210,0.0218978102189781
211,0.05
213,0.03
214,0.114583333333333
215,0.0114942528735632
216,0.0287769784172662
218,0.0163934426229508
219,0.142857142857143
22,0
221,0.0897435897435897
222,0.05
223,0
224,0
225,0.0333333333333333
227,0
228,0.1
229,0.0336700336700337
23,0.0363636363636364
230,0
233,0.0391389432485323
234,0.0631578947368421
235,0.111111111111111
236,0.0689655172413793
237,0.0198019801980198
239,0.0952380952380952
240,0.0246913580246914
241,0.0298507462686567
243,0.0238095238095238
246,0.0344827586206897
247,0.0625
248,0.0210526315789474
249,0.0506329113924051
25,0.0320855614973262
250,0.0465116279069767
251,0
252,0.0242424242424242
253,0.056175972927242
254,0.0632911392405063
255,0.0909090909090909
256,0.0222222222222222
258,0
259,0.2
26,0.0537634408602151
261,0.0163934426229508
263,0.0715667311411992
265,0
266,0.043010752688172
270,0.0526315789473684
271,0
272,0.1
273,0.0444444444444444
274,0.0372492836676218
275,0.0422535211267606
278,0.0217391304347826
280,0
281,0.0487804878048781
282,0.0224719101123595
283,0.0393013100436681
284,0.1
286,0.024390243902439
287,0.00862068965517241
288,0.0813008130081301
289,0.0166666666666667
29,0.0126582278481013
294,0.0410958904109589
296,0.0583333333333333
297,0
3,0.0306748466257669
30,0.037463976945245
300,0.130434782608696
303,0.0166666666666667
304,0
305,0
306,0.0623376623376623
307,0
308,0.032258064516129
31,0.136363636363636
310,0
311,0.0461538461538462
315,0.0885072655217966
316,0.0512820512820513
318,0.0392156862745098
32,0.0449438202247191
320,0.111111111111111
325,0.028169014084507
327,0
329,0.0464285714285714
330,0
331,0.0185185185185185
332,0.0827067669172932
335,0.0784313725490196
336,0
338,0.0526315789473684
339,0.024390243902439
343,0.0327868852459016
345,0
347,0.0343347639484979
348,0.2
351,0.049079754601227
353,0.0392156862745098
354,0
355,0
356,0.0454545454545455
358,0.024390243902439
359,0
36,0
363,0
364,0.0454545454545455
365,0.0101010101010101
366,0.0895522388059701
368,0.0402684563758389
37,0.0256410256410256
370,0
371,0.0789473684210526
372,0
373,0
374,0.0327868852459016
377,0.3125
378,0.19047619047619
379,0.032258064516129
38,0.048
380,0.0181818181818182
382,0.06
383,0.0166666666666667
384,0.04
387,0
389,0.0272727272727273
39,0.0256410256410256
390,0.0307692307692308
391,0.032258064516129
393,0.037037037037037
394,0.0615384615384615
395,0
398,0
4,0
40,0
400,0.0300751879699248
401,0.0833333333333333
402,0
403,0.0210526315789474
404,0.0909090909090909
405,0.0142857142857143
406,0.0392156862745098
41,0
410,0.25
413,0.0275
414,0.0273224043715847
415,0.0369230769230769
416,0
417,0.0491071428571429
418,0.0394736842105263
419,0.0619469026548673
421,0.0689655172413793
422,0.0754716981132075
423,0
432,0.00909090909090909
433,0
434,0.0294117647058824
436,0.0404624277456647
437,0
439,0.0355029585798817
441,0.0442708333333333
443,0.115681233933162
445,0
446,0.109375
448,0.0170940170940171
45,0
450,0.0142857142857143
451,0.0806451612903226
453,0.0142857142857143
454,0
456,0.0420168067226891
457,0.037037037037037
458,0.062200956937799
46,0
460,0.0686274509803922
461,0
462,0.0277777777777778
463,0.04375
464,0.0666666666666667
467,0.0588235294117647
469,0.0382165605095541
470,0.333333333333333
471,0.131447587354409
472,0.037037037037037
473,0.0353535353535354
474,0.0638297872340425
475,0.036144578313253
477,0.0625
48,0
481,0.06
482,0
483,0
486,0.0571428571428571
487,0.0486111111111111
488,0.0909090909090909
489,0
491,0.0530259365994236
492,0.0388888888888889
493,0
494,0.0930232558139535
496,0.0493827160493827
498,0
5,0.072463768115942
50,0.0229885057471264
500,0
503,0.0410958904109589
504,0.0161290322580645
508,0.0125
509,0.211538461538462
51,0.0698254364089776
510,0.012987012987013
512,0.0238095238095238
513,0.0542635658914729
514,0.0224719101123595
515,0
516,0.0461538461538462
519,0.0144927536231884
52,0.0188679245283019
520,0.0711462450592885
521,0.09375
522,0.160493827160494
524,0
525,0.0265486725663717
526,0.0521960534691279
527,0.0565217391304348
528,0.1
53,0.0404040404040404
532,0.0487804878048781
533,0.133333333333333
535,0.00440528634361234
536,0.03125
538,0.0641025641025641
539,0.0203252032520325
54,0
541,0
542,0
543,0.0328947368421053
544,0.0285714285714286
545,0.0882352941176471
547,0
548,0.0344827586206897
550,0
552,0.0261437908496732
553,0
554,0.0392156862745098
556,0
559,0.0842105263157895
562,0.115606936416185
564,0.0103092783505155
565,0.130841121495327
566,0.0222222222222222
568,0.125
569,0.0411522633744856
57,0.032258064516129
570,0.032
571,0.0261194029850746
572,0.116129032258065
574,0.0348525469168901
575,0.0733333333333333
578,0.0186335403726708
581,0.112745098039216
582,0.0344827586206897
583,0.0625
584,0.0555555555555556
587,0.148477157360406
588,0.0540540540540541
589,0.018450184501845
59,0.0327868852459016
590,0.0434782608695652
591,0.05
592,0.0396039603960396
593,0.0530164533820841
594,0
595,0
596,0.0645161290322581
597,0.0833333333333333
598,0
599,0.0222222222222222
6,0.0126582278481013
600,0.0238095238095238
601,0.0257425742574257
602,0
605,0
606,0.046875
607,0
609,0.0533333333333333
610,0.0909090909090909
611,0.0338983050847458
612,0.0153846153846154
613,0.0416666666666667
618,0.0564516129032258
619,0
62,0.0373831775700935
621,0.046927374301676
625,0.108108108108108
626,0.0142857142857143
627,0.0280373831775701
631,0.0869565217391304
635,0.111111111111111
636,0.00829875518672199
637,0.0294117647058824
638,0
639,0.037593984962406
64,0.0469361147327249
640,0.0289855072463768
641,0.0666666666666667
642,0.0588235294117647
644,0.0327868852459016
645,0.0716666666666667
646,0.0523917995444191
647,0.0517241379310345
648,0
650,0.136690647482014
651,0
652,0.1
653,0.0862068965517241
655,0
656,0.0167400881057269
657,0
658,0.0263157894736842
659,0
66,0.152317880794702
660,0.0555555555555556
661,0.0540540540540541
662,0.0450928381962865
665,0.0625
666,0.0625
667,0.018348623853211
668,0.0833333333333333
669,0.0447761194029851
67,0.0789473684210526
670,0.125
672,0.029126213592233
673,0.0185185185185185
674,0.0147058823529412
675,0
676,0.0454545454545455
678,0.0250569476082005
682,0.0473933649289099
684,0.08
686,0.0714285714285714
687,0
688,0
690,0.1
692,0.0486257928118393
693,0.0344827586206897
694,0.0714285714285714
696,0.0531914893617021
698,0.032258064516129
7,0.0483870967741935
700,0
701,0.25
703,0.00980392156862745
704,0.0157232704402516
706,0.040625
707,0.0436507936507936
709,0.032258064516129
711,0.0181818181818182
712,0
713,0.0483870967741935
714,0.0532544378698225
715,0.0357142857142857
717,0.0555555555555556
72,0
721,0.333333333333333
722,0.0363636363636364
728,0.111111111111111
731,0
734,0.118023008095441
735,0
737,0.100393700787402
739,0.038961038961039
74,0.0424778761061947
740,0
741,0.0465116279069767
743,0.0246913580246914
744,0.0740740740740741
746,0.0689655172413793
747,0.0666666666666667
748,0
749,0.0568181818181818
751,0.0454545454545455
766,0.0256410256410256
769,0.105442176870748
77,0.032258064516129
773,0.0539845758354756
775,0
776,0
777,0.0168067226890756
778,0.0416666666666667
779,0
78,0.0379746835443038
780,0.0353535353535354
781,0
785,0.0694444444444444
786,0
787,0.1
788,0.0266666666666667
8,0.0208333333333333
80,0
800,0.0454545454545455
802,0.75
804,0.170798898071625
81,0
82,0.0431034482758621
83,0
832,0.0210084033613445
85,0.037037037037037
854,0.0213414634146341
867,0.0470588235294118
869,0.0179640718562874
871,0
872,0.0335195530726257
876,0.02
88,0.0508474576271186
89,0.0649350649350649
90,0.0151515151515152
92,0
93,0.0221606648199446
94,0.5
95,0.0427046263345196
96,0.147684605757196
98,0
99,0.0833333333333333
NULL,0.037719298245614
