pol_id,y
10,0
100,0
101,0
102,0
104,0.0205128205128205
105,0
106,0
107,0
108,0
109,0
11,0.018018018018018
111,0.00280112044817927
113,0.0103092783505155
114,0.00354609929078014
115,0
116,0
117,0
118,0
119,0
122,0
123,0
124,0.0065359477124183
126,0.00699300699300699
127,0
129,0
130,0.0294117647058824
131,0.0137931034482759
132,0
133,0
134,0.00884955752212389
135,0.0210526315789474
139,0
14,0
140,0
142,0.0127388535031847
143,0.00696864111498258
144,0
145,0.0232558139534884
146,0
147,0
148,0.00980392156862745
15,0.00395256916996047
150,0.00478468899521531
152,0
153,0
154,0.00377358490566038
155,0
156,0
157,0.013953488372093
158,0.0132450331125828
159,0.00334448160535117
16,0.00719424460431655
168,0
17,0.00379027163613392
171,0.00447928331466965
172,0.0113636363636364
173,0
175,0
177,0.00280898876404494
178,0.00782122905027933
180,0.00280898876404494
182,0
183,0.00854700854700855
185,0.00536912751677852
187,0.00530918176139913
188,0.00746268656716418
191,0
193,0
20,0.00626304801670146
201,0
203,0.0208333333333333
204,0.00425531914893617
205,0.0212765957446809
206,0
208,0.142857142857143
209,0.00512820512820513
21,0
210,0
211,0
213,0
214,0.0243055555555556
215,0
216,0.00119904076738609
218,0
219,0
22,0
221,0.00641025641025641
222,0.0166666666666667
223,0
224,0
225,0.0037037037037037
227,0
228,0
229,0.00336700336700337
23,0.0272727272727273
230,0
233,0.00587084148727984
234,0.0105263157894737
235,0
236,0
237,0.0099009900990099
239,0
240,0.0123456790123457
241,0.00597014925373134
243,0
246,0
247,0.0208333333333333
248,0
249,0.0253164556962025
25,0
250,0
251,0
252,0.00303030303030303
253,0.00304568527918782
254,0
255,0
256,0
258,0
259,0
26,0.010752688172043
261,0
263,0.00773694390715667
265,0
266,0.003584229390681
270,0
271,0
272,0.025
273,0
274,0.0229226361031519
275,0
278,0
280,0
281,0
282,0
283,0
284,0.0333333333333333
286,0.0040650406504065
287,0
288,0.016260162601626
289,0
29,0
294,0.0136986301369863
296,0
297,0
3,0.0122699386503067
30,0
300,0
303,0
304,0
305,0
306,0.0025974025974026
307,0
308,0
31,0
310,0
311,0
315,0.011889035667107
316,0.0192307692307692
318,0
32,0
320,0.0444444444444444
325,0
327,0
329,0.0107142857142857
330,0
331,0
332,0
335,0.0392156862745098
336,0
338,0
339,0
343,0.00273224043715847
345,0
347,0.00858369098712446
348,0
