pol_id,y
10,0.257142857142857
100,0
101,0.0428571428571429
102,0
104,0.123076923076923
105,0.236641221374046
106,0.134020618556701
107,0.0625
108,0.0447761194029851
109,0.0416666666666667
11,0.238738738738739
111,0.0756302521008403
113,0.0618556701030928
114,0.539007092198582
115,0.0303030303030303
116,0
117,0.122448979591837
118,0.208333333333333
119,0.1
122,0
123,0.166666666666667
124,0.0620915032679739
126,0.297202797202797
127,0.0323101777059774
129,0.0212765957446809
130,0.176470588235294
131,0.268965517241379
132,0.328859060402685
133,0.1875
134,0.0530973451327434
135,0.105263157894737
139,0
14,0.132743362831858
140,1
142,0.0445859872611465
143,0.10801393728223
144,0.0588235294117647
145,0.116279069767442
146,0.126760563380282
147,0
148,0.147058823529412
15,0.122529644268775
150,0.0669856459330144
152,0
153,0.306042884990253
154,0.0886792452830189
155,0
156,0.178438661710037
157,0.0883720930232558
158,0.119205298013245
159,0.193979933110368
16,0.147482014388489
168,0.0309734513274336
17,0.344914718888187
171,0.12989921612542
172,0.0795454545454545
173,0.0697674418604651
175,0.025
177,0.109550561797753
178,0.368715083798883
180,0.353932584269663
182,0.157894736842105
183,0.102564102564103
185,0.357046979865772
187,0.460649594003748
188,0.0671641791044776
191,0.136363636363636
193,0
20,0.361169102296451
201,0.142857142857143
203,0.125
204,0.102127659574468
205,0.148936170212766
206,0.166666666666667
208,0.285714285714286
209,0.128205128205128
21,0.0526315789473684
210,0.109489051094891
211,0.0833333333333333
213,0.06
214,0.465277777777778
215,0.0804597701149425
216,0.128297362110312
218,0.0163934426229508
219,0.285714285714286
22,0.239130434782609
221,0.217948717948718
222,0.1
223,0.0555555555555556
224,0.142857142857143
225,0.062962962962963
227,0
228,0.3
229,0.0740740740740741
23,0.109090909090909
230,0.1
233,0.13894324853229
234,0.0947368421052632
235,0.222222222222222
236,0.0862068965517241
237,0.0891089108910891
239,0.285714285714286
240,0.234567901234568
241,0.0805970149253731
243,0.119047619047619
246,0.120689655172414
247,0.125
248,0.178947368421053
249,0.0759493670886076
25,0.0802139037433155
250,0.116279069767442
251,0
252,0.0484848484848485
253,0.342131979695431
254,0.20253164556962
255,0.0909090909090909
256,0.0777777777777778
258,0.0645161290322581
259,0.2
26,0.118279569892473
261,0.0163934426229508
263,0.39651837524178
265,0.111111111111111
266,0.200716845878136
270,0.0789473684210526
271,0
272,0.125
273,0.111111111111111
274,0.0974212034383954
275,0.112676056338028
278,0.0652173913043478
280,0
281,0.146341463414634
282,0.0449438202247191
283,0.100436681222707
284,0.2
286,0.0650406504065041
287,0.0431034482758621
288,0.130081300813008
289,0.0611111111111111
29,0.10126582278481
294,0.342465753424658
296,0.116666666666667
297,0
3,0.104294478527607
30,0.193083573487032
300,0.130434782608696
303,0.05
304,0
305,0
306,0.294372294372294
307,0.666666666666667
308,0.032258064516129
31,0.136363636363636
310,0.131578947368421
311,0.0769230769230769
315,0.490092470277411
316,0.0833333333333333
318,0.137254901960784
32,0.157303370786517
320,0.133333333333333
325,0.0845070422535211
327,0.166666666666667
329,0.075
330,0
331,0.0740740740740741
332,0.150375939849624
335,0.117647058823529
336,0.0333333333333333
338,0.105263157894737
339,0.0487804878048781
343,0.10655737704918
345,0.0526315789473684
347,0.109442060085837
348,0.2
351,0.0920245398773006
353,0.117647058823529
354,0.5
355,0
356,0.0681818181818182
358,0.146341463414634
359,0
36,0.0303030303030303
363,0
364,0.125
365,0.0101010101010101
